dates,DOY,YEAR,DAY,TIME,TC,SHADE,SOLAR,DEP,ACT,TA,TSUB,TSKY,VEL,RELHUM,ZEN,DAYLENGTH,ABSAN,PTCOND,POSTURE,PANT,O2_ml,H2OResp_g,H2OCut_g
07/04/69 16:00,185,1,4,16,11.17884607,0,0,0,2,12.50111408,13.0198543,-5.511244083,0.214545865,66.18738484,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000785839
07/04/69 17:00,185,1,4,17,9.382930137,0,0,0,2,10.65347799,11.11414743,-6.160244776,0.1899186,79.45005982,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000327807
07/04/69 18:00,185,1,4,18,8.334988514,0,0,0,2,9.603714879,10.2808669,-6.702022325,0.159046719,86.74085643,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000121952
07/04/69 19:00,185,1,4,19,7.577389444,0,0,0,2,8.817049465,9.508221671,-7.121895276,0.155705943,88.51060242,90,10.34306395,0.85,0.1,0,1,0.330348197,0,8.01E-05
07/04/69 20:00,185,1,4,20,7.024444993,0,0,0,2,8.241059052,8.760533652,-7.41721143,0.161380706,85.26675153,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000146418
07/04/69 21:00,185,1,4,21,6.5939827,0,0,0,2,7.787618514,8.006945588,-7.678806106,0.176648473,78.70965246,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.00028334
07/04/69 22:00,185,1,4,22,6.196385073,0,0,0,2,7.361963117,7.213706974,-8.038977012,0.203710964,70.8199263,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000459095
07/04/69 23:00,185,1,4,23,5.751871879,0,0,0,2,6.95229247,6.484710053,-8.541683449,0.200401436,63.25285165,90,10.34306395,0.85,0.1,0,1,0.330348197,0,0.000593313
07/05/69 0:00,186,1,5,0,4.160441347,0,0,0,2,5.418798026,6.062534429,-11.56637718,0.165636574,62.52627513,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000502797
07/05/69 1:00,186,1,5,1,3.229694108,0,0,0,2,4.510305891,4.696105376,-12.20313186,0.160338755,62.75595907,90,10.34409622,0.85,0.1,0,1,0.330348197,0,0.000460204
